Carimbo de data/hora,Idade,Sexo,Cor ou raça/etnia,Área de formação (graduação),Estado de origem,Relação com o RCGI,Você conhece a Agenda 2030 da ONU e os ODS?,Como você avalia seu grau de conhecimento sobre a Agenda 2030 e os ODS?,Essa avaliação se refere a qual projeto do RCGI? ,Erradicação da pobreza,Fome zero,Saude e bem estar,Educacao de qualidade,Igualdade de genero,Agua potavel e saneamento,Energia limpa e acessivel,Trabalho decente e crescimento economico,"Industria, inovacao e infraestrutura",Reducao da desigualdade,Cidades e comunidades sustentaveis,Consumo e producao responsaveis,Acao contra mudanca global do clima,Vida na agua,Vida terrestre,"Paz, justilca e instituicoes eficazes",Parcerias e meios de implementacao,Quais atitudes poderiam fazer seu projeto relevante em mais ODS? (opcional),Você participa de outro projeto do RCGI?,
2020/05/18 11:48:57 AM GMT-3,25 - 29,Masculino,Prefiro não declarar,Engenharia,São Paulo (SP),Aluno de doutorado,Não,,Projeto 3,1,1,1,1,1,1,3,2,2,1,2,1,2,1,1,1,1,,sim,
2020/05/18 11:58:00 AM GMT-3,30 - 34,Masculino,Branca,Engenharia,Santa Catarina (SC),Pós-doutorando,Sim,5,Projeto 23,1,1,1,1,1,1,5,1,4,1,4,4,5,1,1,1,1,,sim,
2020/05/18 3:58:42 PM GMT-3,50 - 54,Masculino,Branca,Engenharia,São Paulo (SP),Professor - Pesquisador,Sim,3,Projeto 2,5,4,4,5,4,5,4,4,4,5,4,4,4,5,5,4,4,"9, 12, 13, 15, 17",sim,
2020/05/20 7:03:04 PM GMT-3,65+,Masculino,Branca,Engenharia,São Paulo (SP),Professor - Pesquisador,Sim,3,Projeto 20,2,2,4,4,1,2,5,4,4,1,5,4,4,1,4,1,4,,sim,
2020/05/26 9:07:14 AM GMT-3,30 - 34,Masculino,Branca,Engenharia,São Paulo (SP),Pesquisador Sênior,Sim,4,Projeto 34,1,1,5,5,1,1,3,4,4,2,2,5,5,4,1,2,4,,sim,
2020/05/27 11:27:14 AM GMT-3,40 - 44,Feminino,Branca,Biologia ,São Paulo (SP),Coordenador de projeto,Sim,4,Projeto 18,4,3,5,5,3,5,5,5,5,3,5,5,5,5,5,3,5,Criação de políticas públicas e/ou incentivo fiscal para o desenvolvimento de produtos sustentáveis ,sim,
2020/05/27 5:41:00 PM GMT-3,55 - 59,Feminino,Branca,Engenharia,Rio Grande do Sul (RS),Coordenador de projeto,Sim,3,Projeto 13,2,2,4,5,5,1,5,3,4,2,4,3,5,1,2,1,3,,sim,
2020/06/01 4:27:28 PM GMT-3,55 - 59,Masculino,Branca,Química,São Paulo (SP),Pesquisador,Sim,3,Projeto 12,4,3,5,4,4,2,5,4,5,3,5,5,5,3,5,3,5,,sim,
2020/06/01 4:47:36 PM GMT-3,30 - 34,Feminino,Branca,Engenharia,São Paulo (SP),Pós-doutorando,Sim,4,Projeto 25,1,2,5,5,1,1,5,3,5,1,5,3,5,1,4,5,3,,sim,
2020/06/01 6:52:30 PM GMT-3,30 - 34,Feminino,Branca,Engenharia,São Paulo (SP),Pós-doutorando,Sim,4,Projeto 25,1,2,5,5,1,1,5,3,5,1,5,3,5,1,4,5,3,,sim,
2020/06/01 8:26:44 PM GMT-3,55 - 59,Feminino,Branca,Matemática,São Paulo (SP),Coordenador de projeto,Sim,4,Projeto 23,1,1,4,1,1,1,4,1,1,1,4,1,3,1,1,1,1,,sim,
2020/06/02 11:42:16 AM GMT-3,65+,Masculino,Branca,Engenharia,Estrangeiro,Professor - Pesquisador,Não,,Projeto 15,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,sim,
2020/06/05 10:02:08 AM GMT-3,55 - 59,Feminino,Parda,Psicologia,São Paulo (SP),Misto: administrativo & aluno de doutorado,Sim,4,Projeto 42,2,2,3,3,2,1,4,2,3,2,3,3,5,1,2,3,3,,sim,
2020/06/05 11:39:47 AM GMT-3,35 - 39,Feminino,Morena,Direito,Rio Grande do Norte (RN),Coordenador de projeto,Sim,5,Projeto 42,3,3,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,,sim,
2020/05/15 12:45:12 PM GMT-3,55 - 59,Masculino,Branca,Engenharia,Minas Gerais (MG),Coordenador de projeto,Não,,Projeto 2,2,3,4,2,2,4,5,3,5,3,4,4,5,3,4,2,4,,sim,
2020/05/15 1:17:52 PM GMT-3,35 - 39,Masculino,Parda,Engenharia,Distrito Federal (DF),Professor - Pesquisador,Sim,4,Projeto 39,1,2,3,1,1,1,5,2,4,1,1,3,5,1,1,1,3,,sim,
2020/05/15 1:41:18 PM GMT-3,50 - 54,Masculino,Branca,Engenharia,São Paulo (SP),Coordenador de programa,Sim,4,Projeto 10,2,1,4,4,1,1,3,5,5,1,3,4,5,1,2,1,4,,sim,
2020/05/18 11:48:57 AM GMT-3,25 - 29,Masculino,Prefiro não declarar,Engenharia,São Paulo (SP),Aluno de doutorado,Não,,Projeto 3,1,1,1,1,1,1,3,2,2,1,2,1,2,1,1,1,1,,sim,
2020/05/20 7:03:04 PM GMT-3,65+,Masculino,Branca,Engenharia,São Paulo (SP),Professor - Pesquisador,Sim,3,Projeto 20,2,2,4,4,1,2,5,4,4,1,5,4,4,1,4,1,4,,sim,
2020/05/27 5:41:00 PM GMT-3,55 - 59,Feminino,Branca,Engenharia,Rio Grande do Sul (RS),Coordenador de projeto,Sim,3,Projeto 13,2,2,4,5,5,1,5,3,4,2,4,3,5,1,2,1,3,,sim,
